,ALPHA_M,Field,GLAT,GLON,M_H,VGSR,X,Y,Z,pmbb,pmll,pmll_gsr,shdist,zbins
297061,0.10768606,000-02          ,-2.10823356852,-0.37066464700001234,-0.6298534,239.9493074708354,9.38013,-0.060676802,-0.3453237,-0.2917570977308279,-7.242861056226281,-1.3428610562262806,9.3866802907,4.0
297064,0.40878603,001-01          ,-1.5505204678,0.579779183538,-1.2346282,175.00953199103418,9.520589,0.096350044,-0.2577326,1.123548073838136,-6.213519598912734,-0.31351959891273395,9.52456446453,4.0
297065,0.19129212,001-01          ,-1.18856655631,1.19448843343,-0.19923034,180.72710325884933,7.2676764,0.15154243,-0.15082821,1.0800186836478907,-3.358551736793058,2.5414482632069424,7.27082084898,4.0
297068,0.0038580485,008+02          ,2.51550929159,7.48264050991,0.30908486,-71.76052789649009,5.173353,0.6794951,0.22922067,0.6192125197334397,-3.529634696945175,2.3703653030548253,5.22281885253,5.0
297069,0.16120605,006+02          ,1.9044884102,6.44467924359,-1.1457282,79.32917217407405,7.7897315,0.87991685,0.26065847,5.260962283063574,-7.116009316796632,-1.2160093167966313,7.84360346727,5.0
297076,0.18984605,000-02          ,-1.84749020985,0.0865657914263,-0.17037515,-287.00011655273073,10.901952,0.016479658,-0.35166854,-0.9389656951435197,-8.234848251309684,-2.3348482513096833,10.907634714,4.0
297084,-0.02336282,002+00          ,-0.838234166705,1.81230751946,0.06494388,-44.020774464474854,4.3961134,0.1391022,-0.06435791,-0.2310342105043598,-0.8400013870922022,5.0599986129077985,4.39878434873,4.0
297092,0.15770605,000-02          ,-1.7149789029,0.336361562584,-0.6836007,98.54092359931903,10.387756,0.060991235,-0.31103933,1.0728288739014946,-1.9197033619488915,3.980296638051109,10.3925907753,4.0
297100,0.22201605,000-02          ,-1.85656977761,0.109169306691,-0.5633975,85.33341959308689,9.305823,0.017738122,-0.301658,0.9535968175180203,-3.373856736206454,2.5261432637935464,9.31072780347,4.0
297107,0.16006605,000-02          ,-1.6347349758,0.492032888391,-0.32469514,-38.238907886087894,7.954961,0.0683218,-0.22704811,0.406761528726462,-1.5701074385116582,4.329892561488342,7.9584937854,4.0
297111,0.003499724,006+02          ,1.54050498119,5.88538805304,0.5031541,43.66077896909007,5.4807863,0.5649764,0.14816965,-2.015154310327741,-6.78016861632738,-0.8801686163273796,5.51182087206,5.0
297112,0.22449605,008+02          ,2.3888003514,7.3286225117,-0.5742106,153.5982884336611,8.189168,1.0532224,0.3444256,2.8225824518159013,-3.560452839159517,2.339547160840483,8.26379885711,5.0
297113,0.22450607,008+02          ,2.73062421968,7.91179935594,-0.36170515,65.43589818367334,6.6350346,0.92208606,0.31948572,-2.1972913132162626,-6.201171721971346,-0.3011717219713459,6.70641459477,5.0
297114,0.21223606,008+02          ,2.33079258171,7.23175309494,-0.38574514,147.36413205201941,6.543151,0.8302825,0.26844797,-2.519647280220065,-7.328530529919469,-1.4285305299194686,6.6010800493,5.0
297115,0.033740047,006+02          ,1.20608254399,5.32287035129,0.20975485,-105.18882776030689,8.025838,0.7477728,0.16968967,1.8144669251276173,0.3253224902304741,6.225322490230474,8.06238418161,5.0
297116,0.1442419,025+12          ,11.8403576971,24.1068311682,-0.09052989,230.18386955045042,4.176174,1.8686965,0.95916426,-0.9717426480944515,-2.627269016016663,3.272730983983337,4.67466073187,7.0
297117,0.09760605,001-01          ,-1.20798539217,1.2286907938,-0.22505516,82.1001911721128,8.311981,0.17828181,-0.17532216,4.152137121780231,-13.665038446400358,-7.765038446400357,8.31574127356,4.0
297121,0.18527606,000-02          ,-2.06166464262,-0.21152251299997715,-0.17254515,-93.95799535371623,9.657778,-0.035647076,-0.34768003,-0.507433896134689,-1.3719479111954012,4.528052088804599,9.6641000429,4.0
297123,0.22577606,008+02          ,2.54769377041,7.62032988097,-0.6915133,19.509990178881914,6.3473687,0.8492181,0.28493276,-2.8755249675346204,-7.0458017102023325,-1.1458017102023321,6.41026109212,5.0
297127,0.038979284,025+12          ,11.8881434506,24.2238482719,0.4840033,137.83688181785172,4.1041307,1.846529,0.9474009,-1.1784499700244804,-4.815441252115466,1.0845587478845342,4.59903562211,7.0
297130,0.14707606,000-02          ,-2.28686047043,-0.5829076609999788,-0.15284514,-208.02165578621586,8.222717,-0.083651826,-0.32839805,3.48625133400112,-9.589994299745063,-3.689994299745063,8.2296978938,4.0
297135,-0.0038289502,000-02          ,-2.18172061228,-0.40041490900000554,0.34707484,-154.3828360609152,9.24482,-0.06460204,-0.35221776,4.0683202188140895,-0.46899529516974403,5.431004704830256,9.25175208696,4.0
297136,0.21086605,000-02          ,-2.41696242906,-0.7975811800000088,-0.6058484,158.6811645743474,11.648894,-0.16215925,-0.49175173,-4.869933560843987,-9.639117632447054,-3.739117632447053,11.6603964738,3.0
297144,0.03626005,006+02          ,1.59234283283,6.0181933165,0.19042484,226.09492239439575,6.934028,0.7310281,0.19381543,-1.4959268275937652,-5.033591661636176,0.8664083383638239,6.97514948815,5.0
297145,0.16171606,002+00          ,-0.660120155928,2.19586109509,-0.8784141,137.82636505709695,8.282794,0.3176003,-0.095514454,-4.8313694263380205,1.43175681881567,7.33175681881567,8.28943111971,4.0
297146,0.035728436,000-02          ,-2.27575996968,-0.5476883609999845,0.41981998,-85.8162143504761,5.472711,-0.052310936,-0.21750525,-1.3778499561983393,-2.8924751564861646,3.0075248435138358,5.47728153214,4.0
297149,0.21994604,006+02          ,1.25181119701,5.44543822439,-0.41507515,-44.74851215822815,8.123019,0.77435845,0.17829445,-1.2183269798239347,-5.175503308210682,0.7244966917893185,8.1617923464,5.0
297157,0.19843605,000-02          ,-1.63208041262,0.561728609869,-0.12216514,7.325046000354617,9.978119,0.09783647,-0.284333,-3.6342940574696594,-5.203866549963067,0.6961334500369336,9.98264901225,4.0
297159,-0.02576495,006+02          ,1.69904479585,6.22202819454,0.41010484,26.739535116543188,7.3925824,0.8059739,0.22057167,-0.8166396541366047,-0.8313103370774166,5.0686896629225835,7.43965842424,5.0
297162,0.02743705,001-01          ,-1.3257166141,1.08835738795,0.31909484,123.16513820828804,7.6563034,0.14545819,-0.17722681,0.9363876230257162,-9.379382218276161,-3.479382218276161,7.65973551919,4.0
297168,0.04286905,008+02          ,2.47537080557,7.55229916194,0.40154484,18.416412407984694,6.1469374,0.8149742,0.26804975,-3.3806477657983827,-5.438320330464487,0.4616796695355134,6.20651877004,5.0
297169,0.21575604,006+02          ,1.27811232733,5.51715061686,-0.6659054,147.58467579700937,8.409258,0.8122674,0.18847941,3.326466365761413,-8.255667373340088,-2.355667373340088,8.4504983092,5.0
297173,-0.06165395,006+02          ,1.71020047922,6.25788596628,0.39551485,160.8832031566987,5.6483583,0.6193877,0.1696483,0.36758818249873393,-6.955659324821483,-1.055659324821483,5.68474921368,5.0
297176,0.0024620518,004+00          ,0.449441204604,4.12104540964,0.036441453,2.3353382109615857,5.7966967,0.4176575,0.04558097,1.8949099245813534,2.976678352765327,8.876678352765328,5.81190233827,5.0
297180,0.19070606,004+00          ,0.328621736607,3.91982144408,-0.09449515,66.56412831215223,9.412809,0.64498043,0.054100953,2.7860845473613844,-2.840521522403226,3.0594784775967745,9.43503575014,5.0
297184,0.23258604,006+02          ,1.75164104597,6.34087085419,-0.6420913,-56.35533760081798,8.594636,0.95507044,0.26444122,1.2855593976113644,-11.787498204758766,-5.887498204758765,8.65158150972,5.0
297189,0.21291606,008+02          ,2.61342801689,7.81368984225,-0.87356734,-32.31899311777875,9.313463,1.2780615,0.42907888,-0.9411539523878121,-8.768873533201496,-2.868873533201496,9.41053387334,6.0
297191,0.031407047,006+02          ,1.48280981024,5.88860690715,0.43724486,163.25661017501145,4.7791877,0.49292478,0.12436172,-1.2136658022319997,-6.274698207477949,-0.374698207477949,4.80614970119,5.0
297196,0.12290606,001-01          ,-1.39806575857,0.999958368045,-0.7921385,48.9484705187075,7.6430035,0.13340954,-0.18657196,1.7144458791430077,-5.74196794743671,0.15803205256329012,7.646444323,4.0
297203,0.093726054,000-02          ,-2.33995796873,-0.5962512599999741,-1.1295283,68.4777210516147,7.59484,-0.079033226,-0.3103729,3.2317076379231566,-5.433845702520313,0.4661542974796875,7.60159003506,4.0
297211,0.011795051,006+02          ,1.64984713062,6.19027386216,0.45933485,-33.112529702233324,5.683989,0.61650765,0.1646689,-1.4097447967998942,-4.825668772699766,1.0743312273002346,5.71969679773,5.0
297212,0.044667054,000-02          ,-1.91507396782,0.133651150056,-0.039319146,130.79821645330335,9.419545,0.021979766,-0.31497338,-0.13499053074366518,-6.176590218810555,-0.27659021881055423,9.42483556458,4.0
297213,0.20715111,340-14          ,-13.3577286804,-20.388271314999997,-0.63831323,2.721041651519154,4.650329,-1.7283565,-1.1780457,0.3920456177632521,-8.258867280492403,-2.3588672804924027,5.09907533802,2.0
297218,0.25785023,001-01          ,-1.18693823245,1.38019088995,-1.1613419,184.89742366708563,7.961465,0.19182612,-0.16501224,0.6092138988630307,-6.4953053655011885,-0.5953053655011882,7.96548471944,4.0
297225,0.04395305,008+02          ,2.57865533303,7.78737550421,0.17952485,63.911442972556806,7.3831124,1.0097102,0.33559284,3.4476454515753883,-7.8229288091271005,-1.9229288091271002,7.45938938272,5.0
297230,-0.008044027,001-01          ,-1.17678130955,1.40548080415,0.37315643,32.07899146263871,4.807703,0.1179617,-0.0987944,-0.7368995615692379,-3.3441743475022236,2.5558256524977767,4.81016451846,4.0
297236,0.20264606,006+02          ,1.50986296064,5.98597685871,-0.40178514,166.49615667732874,9.558511,1.0022832,0.25331196,-2.2023926173796915,-4.802449695269956,1.0975503047300448,9.61425355163,5.0
297239,0.24287607,004+00          ,0.309411739446,3.94657327018,-1.035649,20.302271573752925,9.012058,0.6217481,0.048770443,2.4083355282661207,-9.241835210461993,-3.3418352104619924,9.03361218494,5.0
297249,0.0033250488,001-01          ,-0.8676286528,1.95686017353,0.18382485,38.81448501445786,8.837516,0.30195794,-0.13392717,2.813112338639958,-10.830100830145298,-4.930100830145298,8.84368688893,4.0
297252,0.056626048,001-01          ,-1.26026797855,1.2911856295,0.5519248,267.39699765277646,7.7650456,0.17502446,-0.17088047,-0.02330895224408247,-1.8713671995776364,4.028632800422364,7.76889725687,4.0
297255,-0.04058595,008+02          ,2.74654980123,8.10982165397,0.36117485,140.16622373139205,6.47477,0.9226347,0.31374246,1.6820958084285724,-7.964341574619051,-2.0643415746190508,6.54769701157,5.0
297270,-0.04976802,008+02          ,2.21184800785,7.21608212849,0.44810486,260.46485487540565,7.274853,0.92110896,0.2832105,-0.7238186683321364,-7.796385214607841,-1.8963852146078404,7.33840185613,5.0
297271,0.041038048,006+02          ,1.43357185551,5.89098762583,0.10174985,42.23823048571078,9.568277,0.9872726,0.24071051,-0.5867923410360307,-5.175901356004461,0.7240986439955392,9.62208781451,5.0
297274,0.088866055,000-02          ,-1.96410694333,0.11639528038,-0.27829516,143.88506132563572,11.968398,0.024322739,-0.41045654,-4.035159953635153,-6.03459083502894,-0.13459083502893954,11.9754587403,3.0
297275,-0.04801275,008+02          ,2.47473504103,7.66898501235,0.46211484,47.71433536242368,4.277076,0.57592994,0.18651338,-1.3011505013478217,-0.7972057784641344,5.102794221535866,4.31970604197,5.0
297282,0.0376753,000-02          ,-1.84048884473,0.336540819311,0.39342952,0.11668396782746457,4.503899,0.026458517,-0.14473546,-0.19059677324866237,-0.22528010451832584,5.674719895481674,4.506301548,4.0
297286,-0.00872495,000-02          ,-1.61379617861,0.724378468591,0.31448486,41.603964249082225,11.149248,0.14097375,-0.31415415,0.28136754181588897,-7.218981011019664,-1.3189810110196634,11.1545638489,4.0
297296,0.17149605,004+00          ,0.223442028915,3.85953558918,0.06322585,96.84441837744345,5.6411624,0.38057828,0.022041317,-5.889837597262149,-3.5216099058685915,2.378390094131409,5.65402854668,5.0
297297,0.21798606,006+02          ,1.69051831192,6.3560422204,-0.32856515,106.86414050264413,11.843899,1.3193165,0.35170117,0.8987469548464271,-4.527077293186716,1.3729227068132843,11.922341552,5.0
297303,0.06966604,006+02          ,1.32261236484,5.7368753493,0.33957484,-97.24290405715423,7.707397,0.77431744,0.17883298,-2.3702480265886265,-6.878527270126355,-0.9785272701263548,7.74825881745,5.0
297316,0.14301606,001-01          ,-1.27370551896,1.33574584766,-1.0019121,-107.92469100179554,8.3918085,0.19568166,-0.18664618,-3.3692714751700845,-12.849227098971305,-6.9492270989713045,8.39616491369,4.0
297322,0.030351054,008+02          ,2.35971900497,7.52495757201,0.18516485,28.511779544418907,6.319216,0.83474684,0.26265576,-3.60338896342871,-4.766735065374017,1.1332649346259833,6.37952007866,5.0
297329,-0.06576995,000-02          ,-1.72777928439,0.574200084749,0.46400484,157.68546237101054,7.7541127,0.07771784,-0.23392215,1.2538026887469846,0.9621575558919414,6.862157555891942,7.75802985162,4.0
297336,0.006725136,006+02          ,1.46818732529,6.01293595639,0.41266727,26.946768538608158,4.953127,0.5217297,0.1276451,-1.4698559689613864,-1.6452968623325965,4.254703137667404,4.98216425558,5.0
297350,0.16024606,008+02          ,2.59008624876,7.94416954727,0.37475485,65.21400109786524,5.257872,0.73372674,0.24014357,2.9622842968023537,-4.217950081148069,1.6820499188519316,5.31424884156,5.0
297351,0.0009060502,004+00          ,0.270736461397,3.99348586234,0.32441485,188.1371142698183,6.7614775,0.47204176,0.032017775,0.6987307813381225,-10.180728457272306,-4.280728457272305,6.77801034091,5.0
297354,-0.02539395,004+00          ,0.25458829733,3.97131812105,0.25820485,-81.62456499120508,4.626597,0.3211998,0.02060072,-1.1978673852683241,-2.240548277270356,3.6594517227296444,4.63777896758,5.0
297359,0.04186805,006+02          ,1.18955291308,5.56832154425,0.028677855,206.0989741876722,10.654882,1.0387824,0.22227748,-5.557931915894356,-8.910602910033925,-3.010602910033924,10.7077068661,5.0
297366,0.19753605,001-01          ,-0.925490670547,1.98072662831,-0.15940514,236.18036718704604,7.9816275,0.27604282,-0.12902576,-1.674178396012024,-4.5808204753513415,1.3191795246486588,7.98744170218,4.0
297368,0.16009605,000-02          ,-1.67421348352,0.709974560808,0.39099485,108.24569307892102,6.621345,0.08205702,-0.19355848,0.2466083669471466,-11.095168910734882,-5.195168910734882,6.62468187367,4.0
297369,-0.01699695,001-01          ,-1.49985483394,1.00927751634,0.38129485,-158.42839102149165,7.694279,0.13555641,-0.20150436,3.566772250673828,-6.214082686019669,-0.3140826860196686,7.69811115674,4.0
297373,0.20093606,001-01          ,-1.64331319515,0.769107959946,-0.45174515,155.03655513472057,11.336245,0.15218963,-0.3252718,-3.728548786424315,-6.351164102887049,-0.45116410288704856,11.3419314899,4.0
297379,0.17377524,025+12          ,11.4624156111,23.7465925958,-0.06917449,140.17158360534796,4.207196,1.8509179,0.9319891,0.7663392889932956,-4.775903148049554,1.124096851950446,4.68988295233,7.0
297381,-0.01884995,006+02          ,1.59651458191,6.28792353845,0.34420484,243.31625675490451,8.031206,0.8849472,0.22518568,2.7003209585176093,-6.304483630231937,-0.4044836302319368,8.0829515823,5.0
297383,-0.04462955,008+02          ,2.50064982617,7.83538732423,0.065271854,163.23851618283925,9.349947,1.2866757,0.41216764,1.7595157504229424,-7.4365321096028305,-1.5365321096028302,9.44705881407,6.0
297385,-0.0013769493,008+02          ,2.12703404602,7.20143522947,0.25237486,-24.904097349155176,5.2703238,0.6659357,0.19729249,0.30393247363522313,-5.135221848089953,0.7647781519100469,5.31589211141,5.0
297388,0.22954659,004+00          ,0.342546113655,4.16479822538,-0.5288927,-103.1710802873818,6.0205307,0.43840653,0.03608103,4.502218396496415,-3.381409121987579,2.5185908780124215,6.03657946647,5.0
297390,0.02937005,008+02          ,2.45391713463,7.76703456732,0.020298855,160.88031537195042,10.062964,1.372566,0.4352274,-2.362459665274602,-11.832685146653102,-5.932685146653101,10.1654618406,6.0
297406,0.17504606,000-02          ,-1.85307236102,0.450315744816,0.15770486,-2.4498215424291137,9.747427,0.076618895,-0.31538668,-6.329844298917379,-7.082236803177578,-1.1822368031775774,9.75282877333,4.0
297411,-0.03739195,008+02          ,2.23777667991,7.42586908302,0.49844486,40.52118738912628,6.603579,0.8606932,0.26021686,2.5576867296959054,-5.881335734267983,0.01866426573201707,6.66451505142,5.0
297412,0.025479052,000-02          ,-2.08541858066,0.0618173726199,0.5352449,51.53310547590776,7.9181504,0.008549048,-0.28833878,3.3636336631894324,-2.4651205926593445,3.434879407340656,7.92340344468,4.0
297434,0.19777605,006+02          ,1.42032354401,6.05588425615,-0.12860514,-15.465449003011026,6.9245777,0.73463786,0.1726439,0.03612136530003719,-0.2448482556209971,5.655151744379003,6.96557783789,5.0
297435,-0.01523795,008+02          ,2.23310610037,7.44631195287,0.52946484,20.521682880866152,6.8163414,0.8908976,0.26805213,-0.38742797304259025,-8.00875966362099,-2.10875966362099,6.87953933242,5.0
297436,0.10958568,340-14          ,-13.392836075,-20.270024777000003,-0.17346272,-209.31462136830268,5.338541,-1.9716097,-1.3550373,-2.4715959668498746,-9.09948367851752,-3.1994836785175202,5.85007610704,1.0
297439,0.26837605,001-01          ,-1.52300717446,1.04950811516,-1.1189282,-125.85230617233617,9.51722,0.17435737,-0.2530973,5.266927971810997,-2.6878796434813013,3.212120356518699,9.52218041393,4.0
297440,-0.00951495,006+02          ,1.49175148056,6.18483174678,-0.06830515,84.22145261009544,9.921184,1.0751369,0.25986382,0.057081467630728966,-5.9734400212156125,-0.0734400212156121,9.98265180168,5.0
297443,0.01763574,001-01          ,-0.936145479889,2.0558640968,0.39726293,23.999208810235903,5.841718,0.20970486,-0.09552508,-0.7236926683188966,-0.9200733994513599,4.979926600548641,5.84626144446,4.0
297444,0.0152070485,001-01          ,-0.920546068824,2.08351403727,0.31660485,-176.1423031859239,7.100628,0.25832808,-0.11417807,1.6330305645689327,-1.1186486745135795,4.781351325486421,7.10624287799,4.0
297457,0.020793047,008+02          ,2.24194905495,7.48597221746,0.28453487,242.2919439563258,8.624686,1.1333213,0.34054053,-0.25120680768539216,-10.42814943851884,-4.52814943851884,8.70549201626,5.0
297464,0.19742605,008+02          ,2.39058084587,7.74490525676,-0.18769515,-64.23907622941596,7.396454,1.0059502,0.3116166,-1.8618749487757338,-3.3414624251988494,2.558537574801151,7.47104886696,5.0
297469,0.14861688,001-01-O        ,-1.37043836065,1.34207671628,-0.58563703,-58.24477179862028,8.226288,0.19273138,-0.19686481,2.4435937670872474,-9.571800342817733,-3.6718003428177326,8.2308994915,4.0
297478,0.20922606,001-01          ,-1.19547300611,1.64464113824,-0.38404515,41.30748782270859,8.313168,0.23869665,-0.17356218,-5.722948950427039,-2.5165215080105003,3.3834784919895,8.31840467406,4.0
297479,0.20608605,004+00          ,0.131989708129,3.90870270946,-0.8795972,-56.44915724234822,8.452336,0.57751936,0.019504393,1.133173778843193,-4.680398664361037,1.2196013356389637,8.47206563311,5.0
297499,0.21654604,001-01          ,-1.51451481489,1.12388347467,-0.21910515,102.9684214336458,9.292772,0.18231271,-0.24575596,5.859260118611484,-9.58357322639014,-3.6835732263901395,9.29780915887,4.0
297500,0.23047566,001-01          ,-1.54940587102,1.06516307015,-0.55096185,-189.19127728515744,7.494814,0.139355,-0.20277151,-3.2087472452964967,-13.09160999696324,-7.191609996963239,7.49885134971,4.0
297501,0.22151425,000-02          ,-1.68175130239,0.839723118433,-0.8350224,40.03589316667125,6.535904,0.09580169,-0.19192737,-1.449424404829173,-3.5206935333055682,2.379306466694432,6.5394228948,4.0
297502,0.05728605,008+02          ,2.21533167325,7.48471434545,0.20030485,215.12193310834905,9.127069,1.1991328,0.35609284,0.7497835141894669,-9.321153833311193,-3.421153833311193,9.21238985968,5.0
297503,0.22334604,008+02          ,2.36610088333,7.74295282805,-0.51875865,181.94219276680698,9.713174,1.3206972,0.40502396,-1.026533595035358,-7.752753557384432,-1.8527535573844318,9.81091433454,6.0
297517,-0.02028195,004+00          ,0.122722258198,3.93330366153,0.33258486,-71.55512890158865,4.780305,0.32868412,0.010256198,-3.6438568663884587,0.38208108937802665,6.282081089378027,4.79160239946,5.0
297520,0.16106606,001-01          ,-0.93997965884,2.12451264439,0.40361485,-6.681532388137806,8.321768,0.30871716,-0.13664278,4.101790990669193,-6.585660519337571,-0.6856605193375707,8.32861338844,4.0
297526,0.22540607,001-01          ,-1.01021997379,2.01158307857,-0.31406516,38.95135186005856,8.547504,0.30022237,-0.15082745,-3.482294785127017,-0.4626140250511721,5.437385974948828,8.55410488821,4.0
297527,-0.05343485,004+00          ,0.162159825364,4.01132843018,0.36075485,169.48738213145205,4.2407413,0.29738766,0.012025567,0.7558178750987916,-8.286567000545555,-2.386567000545554,4.25117264365,5.0
297528,0.25708604,002+00          ,-0.837429721436,2.30976685163,-0.85858816,-4.695441279502381,8.917958,0.35971203,-0.13047205,2.1789457929150915,-8.507009110396801,-2.6070091103968007,8.92616378674,4.0
297530,0.22421606,001-01          ,-1.21510855382,1.66871690947,-0.27463514,222.10863531822758,9.782976,0.28501365,-0.2076069,-1.027624775601935,-7.4723707947549665,-1.572370794754966,9.78932854436,4.0
297537,0.011092052,008+02          ,2.57381117377,8.1381942186,0.20501485,113.71395404607311,6.5630774,0.9385345,0.29801276,1.043811563671438,-4.945496142232387,0.9545038577676133,6.63653870974,5.0
297539,0.20730604,000-02          ,-2.02997158726,0.284217423565,-0.45168516,-239.33441804754435,8.608003,0.042707175,-0.3051223,-1.0022038451016886,-6.280175435402535,-0.38017543540253484,8.61351502659,4.0
297545,0.19900121,000-02          ,-2.07440171436,0.212972698585,-0.69364065,163.88347807243443,7.153532,0.026595786,-0.25911963,4.239240585760226,-10.341708347583591,-4.441708347583591,7.15827312165,4.0
297555,0.05678605,006+02          ,1.52465247624,6.36472010758,0.42002484,-135.36957557085125,7.3249526,0.8170648,0.19616266,1.0810250182753325,-2.249430609957467,3.6505693900425333,7.37299167156,5.0
297557,0.025286447,004+00          ,0.261765883934,4.21123764541,0.45676115,-13.951544227124044,4.0507903,0.29827365,0.018551059,1.1911055424557242,-1.0147434428840223,4.885256557115978,4.06179906236,5.0
297563,0.18410605,006+02          ,1.33899379669,6.05593934851,0.17800485,53.15558576856571,11.334629,1.2025173,0.26640666,1.231028796697764,-7.33053468533199,-1.43053468533199,11.401352107,5.0
297564,0.18060605,004+00          ,0.121961861073,3.98084656162,0.008048855,191.9154145969262,8.33879,0.5803109,0.017781053,-3.6218267302106426,-8.02849066339389,-2.1284906633938903,8.35897734996,5.0
297567,-0.009283949,001-01          ,-1.69316844939,0.890285647626,0.25837487,74.12020829077791,10.356212,0.1609401,-0.3061808,0.3158456385432631,-8.398193130317422,-2.4981931303174214,10.3619865858,4.0
297569,0.22197606,008+02          ,2.33751377912,7.77185027715,-0.21611515,258.84119996077754,7.966518,1.0872974,0.32819554,1.3431661164094915,-7.726922719548908,-1.8269227195489073,8.04706999193,5.0
297570,0.09607606,001-01          ,-1.4515401227,1.30797502534,0.19979484,44.2545812723246,6.948378,0.15865384,-0.17612465,3.2791897075703345,-11.803856924647992,-5.903856924647991,6.95242013725,4.0
297572,0.20714606,000-02          ,-1.86738700749,0.598688650532,-0.15187515,205.72603098135133,8.610816,0.08998507,-0.28077096,-3.350951842636792,8.545922401013462,14.445922401013462,8.615862486,4.0
297576,0.20318605,008+02          ,2.53777090879,8.12007329447,-0.30951515,-95.59467905703633,8.024126,1.144878,0.3592302,0.31600293611595776,-8.682893661964902,-2.782893661964902,8.1133462189,5.0
297590,0.055806052,006+02          ,1.33531397359,6.09102855143,-0.30818516,150.10771591594911,9.6992035,1.0350184,0.22735602,-4.133572179852663,-10.359573874080452,-4.459573874080451,9.75692085246,5.0
297595,0.033543047,008+02          ,2.33157731347,7.80235802816,0.060791854,166.60627382769678,8.124134,1.1132162,0.3338622,-1.9102233172468306,-7.022303913737778,-1.1223039137377775,8.20684312468,5.0
297596,0.21375692,001-01          ,-1.12691114407,1.89919201645,-1.4418846,-187.98507633779212,8.70982,0.28881845,-0.17143609,-3.4511827507860025,-6.926611807054382,-1.0266118070543815,8.71629360188,4.0
297600,0.15348606,001-01          ,-1.80371108511,0.745660653623,0.5050549,-48.753451810859836,5.039645,0.06559471,-0.15872447,4.929739653106173,-3.5717392388395384,2.328260761160462,5.04257062641,4.0
297609,0.17234606,001-01          ,-1.75310900842,0.839240224579,0.0067538545,19.062521828060092,9.055236,0.1326531,-0.27719674,-4.834618609358964,-1.9381830342413935,3.961816965758607,9.06044832422,4.0
297621,-0.0031619482,006+02          ,1.4954205302,6.40387983655,0.45193484,8.568804023625386,7.839829,0.8799223,0.20593938,-1.1039235667525138,-3.3863060983560667,2.5136939016439337,7.89174217778,5.0
297626,0.07775605,000-02          ,-2.63221541358,-0.6370381820000262,-0.9340951,97.23106370389027,9.969207,-0.11083892,-0.45835817,-2.0964618889627946,-9.531698366170076,-3.6316983661700757,9.98035358462,3.0
297629,-0.04650315,001-01          ,-1.2641082911,1.70556672117,0.35333484,-57.62043515734657,7.7446823,0.23061605,-0.17098424,4.57554706774804,-3.4667905502554976,2.4332094497445027,7.75000135237,4.0
297631,-0.012886949,006+02          ,1.2129829889,5.93468414039,0.21910486,-59.860232919517635,5.8191977,0.6049212,0.12386925,1.032502440302556,0.6304707206807741,6.530470720680775,5.85186607458,5.0
297632,0.19220157,340-14          ,-13.6364709743,-20.583282645999986,-0.56794494,-239.20999424785117,4.5219417,-1.6981786,-1.1718326,-4.841180941768074,-1.4023508964856426,4.497649103514358,4.97040835071,2.0
297633,0.24211605,000-02          ,-2.32456645915,-0.10194730199998503,-0.47429782,25.769919229846185,8.178774,-0.014546473,-0.3320179,6.584987883250208,-4.873250422180081,1.0267495778199196,8.18552343636,4.0
297648,-0.005593948,008+02          ,2.31258325313,7.84139054457,0.32426485,22.90537147220585,7.350387,1.0122947,0.29962945,-0.4694792589081068,-2.0038188915024073,3.896181108497593,7.42581353169,5.0
297654,0.0003540516,008+02          ,2.05829448429,7.41391453509,0.60127485,22.416487358281397,7.9332447,1.032315,0.28750828,1.1590943811597398,-5.251148598863427,0.6488514011365734,8.00529230156,5.0
297655,0.05746605,000-02          ,-1.93186568616,0.599146631169,0.17030485,71.40757635148567,11.557747,0.12087358,-0.38988262,2.1709809304246512,-6.431796411242965,-0.531796411242965,11.5649526889,4.0
297660,-0.008147951,004+00          ,0.154366363707,4.16702116244,0.43418485,-115.87178012865844,4.626929,0.33710682,0.012492186,1.2950097133234637,-3.496962741473955,2.4030372585260453,4.63920958093,5.0
297663,0.004178535,001-01          ,-1.69751074864,1.00907522109,0.3059502,49.03933010093714,4.994896,0.08798151,-0.14805785,0.3442825148351805,-1.036108806686352,4.863891193313648,4.9978644081,4.0
297668,0.075326055,000-02          ,-2.32090625053,-0.05229448400001502,0.34811485,59.55996818521455,8.166821,-0.0074477866,-0.33100966,0.5378015867095525,-4.177804419465953,1.7221955805340476,8.17352896412,4.0
297670,-0.02266095,001-01          ,-1.30737193802,1.68254596938,0.29672486,15.282825012348043,5.5031624,0.1616565,-0.12565464,-0.7807715750055837,-1.086466102963119,4.813533897036882,5.50696999505,4.0
297671,0.18676606,006+02          ,1.36386326499,6.24446997285,-0.065295145,-54.238357932095745,8.4931345,0.92932755,0.20340212,-0.9749732595369054,-0.5046935871945413,5.395306412805459,8.54624837734,5.0
297688,0.23838605,008+02          ,2.21382013524,7.71835171598,-0.4681916,96.28403682225608,7.5175853,1.0188763,0.29325792,-3.027111053107289,-7.166044273468003,-1.2660442734680029,7.59198228641,5.0
297698,-0.02371595,004+00          ,0.178436476358,4.25226902016,0.36388484,64.29071890609904,5.188066,0.3857509,0.016194277,1.610013014074919,-2.208161189701764,3.6918388102982362,5.20241263364,5.0
