,ALPHA_M,Field,GLAT,GLON,M_H,VGSR,X,Y,Z,pmbb,pmll,pmll_gsr,shdist,zbins
280305,0.21779604,000+08          ,8.19180825415,-0.7401521140000114,-0.30707514,104.61862635981177,8.998629,-0.11624278,1.2955054,-0.42087348927992974,-10.37886547079026,-4.478865470790259,9.09214884223,8.0
280313,0.20395024,000+08-S        ,8.56992370715,-0.18184800900002074,-0.5679995,-49.98251479360375,5.059177,-0.016051942,0.76240927,2.258581961882249,-5.585243353346593,0.3147566466534073,5.11632665316,6.0
280317,0.052302945,000+08          ,8.66587531926,-0.03663443900001084,0.48514792,-92.16815340467957,7.75578,-0.004951266,1.1820642,1.2265476774951631,-6.542164795755959,-0.6421647957559591,7.84534441553,7.0
280327,0.18955044,000+08-S        ,8.50967404982,-0.2471791899999971,-1.1361663,-398.06440998709644,6.992916,-0.030161535,1.0463063,0.01749223293436586,-12.684496462047113,-6.784496462047112,7.07082323013,7.0
280328,0.24593605,000+08          ,8.38604275154,-0.4219035009999743,-1.0142517,-17.24275938244945,5.0793867,-0.03739827,0.74880797,-1.8658751469130128,-3.65779445481478,2.2422055451852203,5.13442135369,6.0
280333,0.20368604,000+08          ,8.54791980291,-0.1798692200000005,-0.30831516,-54.3966946196771,9.699087,-0.030438934,1.457827,-0.7261965755712447,-6.169277610265697,-0.2692776102656964,9.80808267818,8.0
280334,0.21857606,000+08          ,8.42141084292,-0.3608290309999802,-0.6143716,-145.08227758763022,8.344599,-0.052543864,1.2354232,-2.078508350599765,-8.444981461754573,-2.5449814617545723,8.43571921468,8.0
280335,-0.02862595,000+08          ,8.31210749027,-0.5177505649999716,0.28912485,-77.14059256074735,7.415904,-0.067007996,1.0834984,-1.775138760795826,-6.361620307167035,-0.46162030716703484,7.49493751501,7.0
280342,0.22213607,000+08          ,8.18364086943,-0.6912378200000262,-0.70294976,83.22826096379931,6.446148,-0.07776622,0.9270845,5.156887982968559,-6.759505258725433,-0.8595052587254326,6.51293754657,7.0
280347,0.22752605,000+08          ,8.14742771676,-0.7378440269999942,-0.53140354,-41.69824892513889,9.563406,-0.12315317,1.3692529,0.7872733564398877,-6.6503458700676,-0.7503458700675996,9.6617162425,8.0
280351,0.19328606,000+08          ,8.54624710725,-0.15881656999999905,-0.31451514,-197.10256227268735,8.539715,-0.023662593,1.2833103,-2.3489389991170704,-2.564357118070059,3.3356428819299415,8.63563357649,8.0
280361,0.20619605,000+08          ,8.4311081628,-0.310727772000007,-0.34662515,-92.74592540855403,8.711633,-0.04723699,1.291263,1.744674312118031,-4.8175154435643535,1.082484556435647,8.80693703095,8.0
280369,-0.008863982,000+08-S        ,8.46598006415,-0.2444049779999773,-0.06972818,89.45878646108848,7.935051,-0.033840198,1.1810845,0.09976178357408916,-7.800973084111973,-1.900973084111973,8.02253931081,7.0
280376,0.20108606,000+08-S        ,8.69392792498,0.0874873286742,-0.24336514,-65.92114863514453,8.316007,0.012706692,1.271616,0.49073588964346726,-8.51101257891949,-2.611012578919489,8.41267666315,8.0
280394,0.32770702,000+08          ,8.13829168101,-0.6884481160000178,-0.66418654,-28.529595362586633,9.956681,-0.119632386,1.423925,4.332023880806904,-4.030613360437838,1.8693866395621628,10.0586964157,8.0
280395,0.17927605,000+08          ,8.61039664138,-0.008512016999986827,0.12659386,28.238221986904563,8.406124,-0.0012404837,1.272856,-0.6669990913728598,-5.033795187054464,0.8662048129455364,8.50194645698,8.0
280398,-0.19674058,000+08-S        ,8.59075472506,-0.033601857999997264,0.52225137,-60.49645628271632,4.6072493,-0.0026973642,0.6960145,2.4210181845295744,-8.147111671111201,-2.2471116711112007,4.65952679424,6.0
280407,0.24922973,000+08-S        ,8.77569120181,0.240883970663,-1.3643726,-175.06204255592874,6.824359,0.02869796,1.0535024,-2.2298692935256765,-3.4727082149500217,2.4272917850499787,6.9052562387,7.0
280410,0.6341995,000+08          ,8.34069545254,-0.3840845830000035,-1.2563775,39.340854866228604,8.106806,-0.054337136,1.1885523,0.7599772153069684,-5.247967377635329,0.6520326223646711,8.19365048924,7.0
280411,0.25078186,000+08          ,8.44722624358,-0.22889236299999993,-0.36496988,-61.47038804040562,9.945733,-0.039722845,1.4770343,2.589771832097021,-7.339466719020422,-1.4394667190204213,10.0548899886,8.0
280422,-0.0034109503,000+08          ,8.03639777299,-0.8091304870000045,0.35140485,23.91431238310504,6.6294804,-0.093621224,0.9360924,-1.1405099171173476,-1.235595935127537,4.664404064872463,6.69589730952,7.0
280435,0.22609605,000+08          ,8.14029628681,-0.6499969399999941,-0.8287376,-105.6033986242747,8.076423,-0.091619715,1.1553048,2.690674619846333,-6.4915179288586895,-0.5915179288586891,8.15915026663,7.0
280441,0.3707946,000+08-S        ,8.35504861841,-0.33382034400000293,-1.6778547,-67.89216734766414,10.939628,-0.06372706,1.6066678,-2.685253825484669,-7.237124034792083,-1.3371240347920823,11.0571647099,9.0
280442,0.21852605,000+08          ,8.40779422516,-0.2568649720000167,-0.50700414,-47.04606516211414,9.40012,-0.042133056,1.3893973,-3.8889181039767755,-5.5716388728645425,0.32836112713545784,9.50233974169,8.0
280444,0.22485606,000+08          ,8.23049520206,-0.5116540779999923,-0.45670515,75.53236375909073,5.746626,-0.051313378,0.8312495,3.205437941112591,-3.799555934672304,2.1004440653276966,5.80666171786,7.0
280447,0.22475302,000+08-S        ,8.67730348197,0.135319899065,-0.6170273,-85.37769988622439,7.116768,0.016815377,1.0861272,1.8081635361849906,-9.305133209668831,-3.405133209668831,7.199190325,7.0
280452,0.21024604,000+08          ,8.56095462965,-0.03010627899999463,-0.37882516,-75.87917451614742,7.625512,-0.003999287,1.1479255,5.679150712959519,-3.994118111227017,1.9058818887729831,7.7114321421,7.0
280460,0.14342877,000+08          ,8.75863603656,0.263718333277,-0.08921148,-61.881576874371305,5.153954,0.023727698,0.7940663,-0.9590325376980204,-5.045308432750351,0.8546915672496498,5.21482004259,6.0
280463,0.08472911,000+08-S        ,8.22717497994,-0.49172070200000917,0.17731762,-40.47524042765428,6.3709497,-0.054671627,0.9211783,-1.3244058037700208,-6.473992629794531,-0.5739926297945308,6.43743420837,7.0
280472,0.16345605,000+08          ,8.58764918912,0.0390146787652,0.28977486,21.435216834629163,8.923674,0.006085305,1.3475997,-0.7166362922924838,-5.87342245583333,0.026577544166670464,9.02485514427,8.0
280480,0.23344605,000+08          ,8.27355690093,-0.4035855349999906,-0.85775477,-71.82370127734431,8.045784,-0.056666702,1.1699793,3.6102704759395143,-6.4441919864176285,-0.5441919864176281,8.13060293051,7.0
280495,0.3924236,000+08          ,8.43726844281,-0.14029438500000424,-1.5718696,-76.64622623935811,9.621403,-0.023549493,1.4271523,-1.291982171809986,-3.9720059330017006,1.9279940669982998,9.72670115123,8.0
280499,0.23702605,000+08          ,8.33437821142,-0.282172944000024,-0.38396513,10.697667193288657,6.382639,-0.031427488,0.9350408,5.246371206398967,-3.048772556364717,2.8512274436352834,6.45084246712,7.0
280501,0.20283481,000+08          ,8.64256959318,0.164139337469,-0.46383476,43.15404392560519,6.876119,0.019705415,1.0451367,-0.740832357519285,-6.560853525058096,-0.660853525058096,6.95512131418,7.0
280509,0.25078982,000+08          ,8.47541497617,-0.07066900500001339,-0.7382593,111.84481150250627,10.838773,-0.013357893,1.615098,0.27975265758381873,-8.360999507564918,-2.4609995075649174,10.9584540267,9.0
280510,0.24500489,000+08          ,8.62200134522,0.141435282065,-0.3651271,-259.7594030937768,8.951926,0.022106884,1.3573601,-2.1444217317562138,-3.5780067884854843,2.321993211514516,9.05427468237,8.0
280522,0.20638604,000+08-S        ,8.77484468661,0.375198982291,-0.38015515,50.68191080353017,6.6581583,0.04360793,1.0277574,0.2678907564534119,-0.7217473125096144,5.178252687490386,6.73715498819,7.0
280535,0.26115486,000+08          ,8.13035652698,-0.5455503439999916,-0.5485465,-156.80387313215044,10.430016,-0.09930376,1.4901034,0.6005075781566778,-3.624591757638356,2.275408242361644,10.5363893264,8.0
280538,0.21226604,000+08          ,8.46234275668,-0.06507930499998338,-0.22522515,9.875746798407192,8.0807495,-0.00917051,1.2022371,4.678780556608254,-5.1984719884979445,0.7015280115020559,8.16969800847,8.0
280542,0.19784543,000+08          ,8.26340361942,-0.3481322360000263,-1.705381,-51.32073607868775,10.539168,-0.06402699,1.5306386,2.878504285945723,-10.054986255174562,-4.1549862551745615,10.6499309543,8.0
280543,0.04054926,000+08          ,8.34326614703,-0.23143110199998773,-0.27128348,6.440838837111762,5.2678003,-0.021272806,0.77255136,-4.017530431819368,-4.745055970888539,1.1549440291114612,5.32419105266,6.0
280544,0.21634112,000+08-S        ,8.15999157375,-0.4956075750000082,-0.6709439,-153.7849297585497,7.57572,-0.06552417,1.0863096,0.25822734265288494,-5.262095237465947,0.6379047625340535,7.65348878045,7.0
280545,0.21740219,000+08          ,8.15999345633,-0.4956082919999858,-0.6716045,-154.0589347528333,7.9835625,-0.06905169,1.1447916,0.25822734265288494,-5.262095237465947,0.6379047625340535,8.0655181957,7.0
280559,0.23048605,000+08          ,8.31274893089,-0.2584447120000277,-0.69144976,-127.50692171869618,8.405877,-0.037908465,1.2281966,3.454133686666296,-6.795879708582795,-0.895879708582795,8.49521472248,8.0
280564,0.11151606,000+08          ,8.24392516193,-0.3529858730000228,0.06982985,107.55772804178534,8.804942,-0.05423722,1.2757154,0.44530469380714566,-6.915627533461616,-1.0156275334616156,8.89704421108,8.0
280565,0.20338605,000+08          ,8.12111882514,-0.5295962039999722,-1.0845494,-73.18264720747062,10.84476,-0.100232504,1.5475683,-1.9366351399506496,-9.43228035557086,-3.53228035557086,10.9550825404,8.0
280566,0.049574465,000+08          ,8.60933830669,0.175885126335,0.078344956,-110.00226541560069,8.743101,0.026848134,1.323722,0.6663496100326585,-2.4542604006432214,3.445739599356779,8.84278098246,8.0
280567,0.31480038,000+08          ,7.93794925149,-0.7921849940000243,-0.88240635,32.44341096322223,10.640483,-0.14711687,1.483801,1.0941593916077483,-6.373730468666132,-0.47373046866613144,10.7444493027,8.0
280569,0.2938322,000+08          ,8.56427774521,0.114018567147,-0.8055072,-26.764737915084677,8.033642,0.015994946,1.209843,2.167033588399079,-4.259142865414784,1.6408571345852163,8.1242459391,8.0
280571,0.22256605,000+08          ,8.03497041267,-0.6479111240000179,-0.35242516,8.109847822270739,8.302088,-0.09387743,1.1720141,-2.0232559085520503,-10.583035535345566,-4.6830355353455655,8.38493199301,7.0
280577,0.1064959,000+08-S        ,8.16462991903,-0.4573468319999847,0.08728073,-13.549530356360204,4.9589586,-0.039579466,0.7114885,-2.284328712033531,-1.9931457938253025,3.906854206174698,5.00989548738,6.0
280586,0.19102605,000+08          ,8.47840841748,0.00513817718603,-0.23840514,-33.9392077804418,8.08888,0.000733409,1.2057643,2.0354263164274333,-2.9011498419141155,2.998850158085885,8.17825372597,8.0
280587,0.13319834,000+08          ,8.44095303194,-0.0467615449999812,0.055942122,23.34805882370546,10.47664,-0.008540072,1.5546948,-0.17422805722981716,-6.607031975831351,-0.7070319758313506,10.5913707585,8.0
280588,0.21559606,000+08          ,8.77872999835,0.442382500179,-0.5747194,-112.40379008053526,7.556631,0.05835371,1.1669807,0.5491457207195453,-2.2012799027605547,3.6987200972394456,7.64643192259,7.0
280607,0.32073376,000+08          ,8.37631798862,-0.12335525600002484,-1.0474709,-100.65943647790567,10.012359,-0.02154631,1.4742584,-3.050808298097926,-8.277095510461377,-2.377095510461377,10.120337775,8.0
280619,0.064830735,000+08          ,8.4555552649,0.00514445730285,0.15352225,-108.11328545971088,10.051414,0.00091244595,1.4942104,0.356882752953926,-7.022716619111129,-1.122716619111129,10.1618684267,8.0
280620,-0.02860995,000+08-S        ,8.55672922147,0.153112169806,0.48432484,-141.30096254749225,7.48678,0.020014647,1.1264802,-1.6322207568752551,-4.457040399746553,1.442959600253447,7.57107890257,7.0
280622,0.16125393,000+08-S        ,8.24039817963,-0.30261013900002354,-0.18890442,68.85393362905222,7.4250126,-0.03920916,1.0753112,1.4852228278870205,-9.147339415849975,-3.247339415849975,7.50257564384,7.0
280623,0.30373985,000+08          ,8.02170385206,-0.6178678019999779,-0.7858693,-82.48459018672084,7.3765354,-0.07954318,1.0396049,7.154123415294096,-6.433821697093997,-0.5338216970939964,7.44985787162,7.0
280631,0.24841695,000+08          ,8.50305132681,0.0879361284321,-1.0112767,71.98123413925866,7.4999022,0.0115181105,1.1212677,-0.07169186027485797,-7.604339897454423,-1.7043398974544228,7.58326479302,7.0
280638,0.07111591,000+08-S        ,8.33370449301,-0.1512207549999971,-0.092957035,-91.14953960396785,9.669181,-0.025510574,1.4163829,-0.2597774461086533,-6.18846990157644,-0.28846990157643937,9.77240281528,8.0
280641,0.15536056,000+08          ,8.23572913651,-0.28953269800001635,-0.19602057,-28.181469720136338,4.467272,-0.022570262,0.64658993,0.6207309639269862,-4.432276655835617,1.4677233441643835,4.51387902135,6.0
280645,0.20406827,000+08-S        ,8.38516656633,-0.06930591299999378,-0.19958669,-64.10517736635666,7.1686335,-0.008664416,1.056667,-0.1696108537193659,-4.128599009692081,1.771400990307919,7.24609710711,7.0
280646,0.22424218,000+08-S        ,8.26863863706,-0.2367705689999866,-0.40868613,13.053828402136585,6.8274894,-0.028207762,0.9922066,-0.24865765676779428,-3.234873320932715,2.6651266790672854,6.89926683634,7.0
280650,0.33565947,000+08          ,8.14918453735,-0.4079836160000241,-1.0551147,122.91141796952968,8.281857,-0.05896515,1.1859564,2.008640061707048,-5.201513498124714,0.6984865018752862,8.36654788805,7.0
280654,0.2917387,000+08          ,8.54875363988,0.171461550596,-0.37030417,56.633045870757584,10.546982,0.031573143,1.5854263,1.2512943759829254,-7.734058351735052,-1.8340583517350515,10.6655239516,8.0
280666,0.22406606,000+08-S        ,8.55951295919,0.203063959956,-0.47255498,55.119972432239024,10.853298,0.038475856,1.6335601,0.4079961852374243,-9.983800721441071,-4.0838007214410705,10.9756130189,9.0
280675,0.07948813,000+08          ,8.61803963877,0.2979702218,0.14894141,-106.83025532852453,7.0851164,0.036853977,1.0738102,-0.34988333626073953,-2.376915111375051,3.5230848886249495,7.16612191675,7.0
280676,0.22052605,000+08-S        ,8.45099767576,0.056693622683,-0.39844516,11.689014498192025,7.2584214,0.007189555,1.0784233,4.824894858167157,-5.831403633674368,0.06859636632563237,7.33810126314,7.0
280684,0.21676604,000+08          ,8.43636085936,0.0414149930212,-0.67446685,215.4471793883029,4.5510364,0.0032941226,0.67498416,-0.5659281906189708,-3.90531141295478,1.9946885870452205,4.60082025386,6.0
280685,0.059616048,000+08-S        ,8.34397026026,-0.09221947700001465,-0.030156147,-110.72952014990372,7.710308,-0.0124026,1.1308476,-0.9552047009234079,-2.9189226778408863,2.981077322159114,7.79280584383,7.0
280687,0.047254626,000+08          ,8.3790797773,-0.036381186000028265,0.41104862,10.723297783155488,8.033681,-0.0050932216,1.1833034,-1.067632401238244,-8.247349263856515,-2.3473492638565148,8.12036072255,7.0
280690,0.19960731,000+08-S        ,8.56660354276,0.239587380397,-0.34579366,8.81221653111627,8.435115,0.03528119,1.2706618,-3.442388855571399,-4.306574271011561,1.5934257289884393,8.53035689014,8.0
280696,0.03987805,000+08          ,8.46155134793,0.092369658739,0.038215954,4.6288452951568635,5.0347705,0.008121826,0.7489921,0.5194533060085402,-1.1485974153673177,4.751402584632682,5.09018363971,6.0
280705,0.18985605,000+08          ,8.17048512626,-0.3169481539999879,-0.10461515,-1.4319673157601585,9.382527,-0.051893488,1.3471179,-0.5855838655074397,-5.287785646527828,0.6122143534721722,9.47888410303,8.0
280715,0.17096104,000+08-S        ,8.27765834156,-0.15127197800001113,-0.43961883,-8.387304976043763,6.6958675,-0.017672023,0.9741498,-1.5849100003060168,-1.1487340248126061,4.751265975187394,6.76638194238,7.0
280720,0.17633317,000+08          ,8.30975838279,-0.10270024699997293,-0.32549033,-84.30966073973404,7.8659534,-0.014091647,1.1488782,5.0379939024635165,-3.547993840833196,2.3520061591668044,7.94942400723,7.0
280722,0.21914606,000+08          ,8.16598736335,-0.30922883099998444,-0.42621514,-141.78711455330603,8.165619,-0.044062763,1.1717423,-1.2814248000663857,-3.5702313400304337,2.3297686599695666,8.24937854871,7.0
280734,0.22332604,000+08          ,7.81629066292,-0.8045199649999972,-0.35857514,-52.67413220911609,10.997978,-0.15442786,1.5098559,-0.08329911505005194,-4.785544921068704,1.1144550789312966,11.1022084575,8.0
280747,0.23079605,000+08          ,8.24594484451,-0.16905135199999677,-0.37759516,34.773189556182125,7.4714084,-0.022037124,1.0827576,-3.7870114518220026,-7.56447992487516,-1.6644799248751596,7.54948961977,7.0
280748,0.04715905,000+08-S        ,8.14732871212,-0.3107084839999743,0.11620185,70.99908043025884,9.597211,-0.052035768,1.3739823,-3.919498164685766,-4.501282637290254,1.3987173627097462,9.69520434179,8.0
280751,0.21327604,000+08          ,8.24093582116,-0.17147468899997875,-1.0966282,-100.98262629947442,8.138274,-0.024348278,1.1786736,0.7047423604867471,-6.8142960845206,-0.9142960845205996,8.22322135288,7.0
280752,0.21213663,000+08          ,8.48329445579,0.179718367552,-0.44219112,75.77116170193412,6.9789357,0.021897666,1.0409247,4.073842951190203,-4.012294962463478,1.8877050375365227,7.05617083181,7.0
280753,0.09182605,000+08          ,7.91530859603,-0.6367792830000099,-0.094775155,-29.37093724955002,8.9089,-0.099007994,1.2387031,2.7640012128567277,-0.48138065126603136,5.418619348733969,8.99514816622,8.0
280754,0.24698214,000+08          ,8.32525681465,-0.044478446000027816,-0.60069567,-72.40480919739,8.324034,-0.0064536966,1.2180823,0.232896378334555,-11.009926075160138,-5.109926075160137,8.41268745436,8.0
280755,0.3252202,000+08          ,7.92412067764,-0.6234264990000042,-0.39763737,189.2463082278397,9.927972,-0.10801934,1.3819491,-1.9264223177219955,-9.164117151086762,-3.2641171510867615,10.0242747415,8.0
280765,0.019625999,000+08-S        ,8.18559074445,-0.23917454700000462,0.442746,9.065269102759814,7.740627,-0.03230479,1.1134536,1.8866491689366855,-5.17039937533494,0.7296006246650606,7.82036606268,7.0
280766,0.21413605,000+08          ,8.41846153488,0.0983703104732,-0.16035515,-40.87320247522303,8.067785,0.013859467,1.1939943,0.5500038722748677,-6.090653813591139,-0.19065381359113864,8.15567112833,7.0
280769,0.22965606,000+08          ,8.36780813168,0.0282817671084,-0.36979514,24.486697062286083,7.978208,0.003946008,1.1735289,-1.4907269675916743,-8.753140669110447,-2.853140669110447,8.06405558395,7.0
280772,0.16729605,000+08          ,8.07500463194,-0.3928676489999816,-0.55277526,-53.37792976574844,9.971004,-0.068360835,1.4146664,1.843124653294769,-6.1002733691087885,-0.20027336910878812,10.0710906892,8.0
280773,0.21920605,000+08          ,8.37769975233,0.0450695400808,-0.28781515,-27.00942205116507,8.105111,0.0063835913,1.1936252,0.7383108869382888,-7.93588784812248,-2.0358878481224796,8.19253402939,7.0
280777,0.25900105,000+08          ,8.514595679,0.25115822723,-0.008064453,-30.6843258919537,8.409695,0.036872808,1.2590286,-0.30016249334240097,-5.8778145260236725,0.022185473976327863,8.50349822776,8.0
280784,0.23971607,000+08          ,8.39706289133,0.0889982795333,-0.5641862,-152.39019660666744,8.999001,0.01398718,1.3283751,-1.876022876305929,-3.296971277525291,2.6030287224747095,9.09652579265,8.0
280787,0.17740098,000+08          ,8.29431123207,-0.05822257400001263,-0.23898263,-51.64777374015475,6.850311,-0.0069543673,0.9986491,-4.273322501425461,-2.263128012095744,3.6368719879042564,6.9227237062,7.0
280796,-0.040361322,000+08          ,7.99662017343,-0.4836756029999947,-0.018861402,24.442703599333164,6.7471004,-0.056951985,0.9478622,-1.4852457233113132,-1.0933551183003476,4.806644881699652,6.81359321235,7.0
280797,-0.022223718,000+08-S        ,8.46032791314,0.187659737215,0.43377075,118.18472603120847,6.889556,0.022571951,1.0247713,0.0005381048234476271,-3.3335725615829883,2.566427438417012,6.96538930114,7.0
280798,0.2706911,000+08          ,7.84316852411,-0.7038952330000257,-1.1246634,174.41407667034412,9.886136,-0.121450566,1.3619112,-1.1023546984207417,-7.306201757316427,-1.4062017573164267,9.98024253908,8.0
280804,0.21732606,000+08          ,8.39987770341,0.109048150555,-0.44908515,-71.99446404167246,8.9015045,0.016950613,1.3144311,-0.9679332765010742,-4.08819269689036,1.8118073031096404,8.99804451489,8.0
280809,0.07231338,000+08          ,8.01403394431,-0.4427759010000045,-0.092773095,115.12645273676897,7.380889,-0.057032682,1.0391812,-3.468813855254498,-7.7297135854874215,-1.8297135854874211,7.45390294641,7.0
280814,0.21310489,000+08          ,8.6156015539,0.435632922045,-0.74373543,-74.14802788420567,7.609812,0.057867847,1.1530187,3.1059536683684823,-3.382377288294026,2.5176227117059744,7.69688504544,7.0
280816,0.24898592,000+08          ,8.30102168984,-0.02046219800001836,-0.5533283,11.866110882679898,5.3201723,-0.0018947603,0.7762192,-1.1354351155227502,-4.48720953418816,1.41279046581184,5.37650031202,6.0
280828,0.15905605,357+05          ,5.75240869185,-3.651344504000008,0.23937485,-126.79126245367665,7.5634966,-0.48265314,0.7634655,4.808243623344643,-5.162454877083341,0.737545122916659,7.61723792572,6.0
280829,0.094717175,000+08-S        ,7.91365431105,-0.5611678610000013,-0.012805171,-50.707880348320685,5.6696086,-0.05552585,0.78813106,-0.5662723269970606,-1.257290208253719,4.642709791746281,5.72439491928,6.0
280832,0.28268602,000+08          ,8.4437888613,0.207241757793,-0.73907816,142.25708252641718,8.609835,0.031150885,1.2781112,3.094643668517124,-4.300790415624956,1.5992095843750445,8.70423995505,8.0
280844,0.17853606,000+08          ,8.32733782531,0.0542037655886,-1.1937282,-57.911052663521474,10.013103,0.009482629,1.4656208,0.3888909252484707,-8.026096334374234,-2.1260963343742336,10.1198005323,8.0
280848,0.37969536,000+08          ,7.87767141858,-0.5931927999999971,-0.8639989,-282.6391978437884,9.786488,-0.10131525,1.3541601,6.476701145540428,-3.4061832407122896,2.4938167592877107,9.88025049243,8.0
280852,0.19106852,000+08          ,8.18388905632,-0.1484866600000032,-0.325816,116.3964917119557,8.174724,-0.021177474,1.1756426,-2.6784647823784495,-1.8658246271921546,4.034175372807846,8.25885509339,7.0
280853,0.3242166,000+08-S        ,8.51342319321,0.329889913307,-1.962993,165.55342232941547,9.270757,0.053387146,1.3877559,0.38259800523532883,-7.84909950991274,-1.94909950991274,9.37420093982,8.0
280859,0.19377606,000+08          ,8.10865831893,-0.2528684060000046,-0.26261514,103.40231017309034,9.777484,-0.043142512,1.3930503,0.3711510532880826,-7.7790478594287915,-1.8790478594287912,9.87631762922,8.0
280863,0.27172253,000+08-S        ,8.00911413554,-0.39200393400000166,-0.67876005,-33.740925827369765,9.114319,-0.0623498,1.2824303,-0.15620587104119465,-5.540379812653257,0.35962018734674306,9.20431040068,8.0
280865,0.24497606,000+08          ,8.06176384574,-0.3143703299999743,-0.6982174,23.98830927704261,8.383939,-0.04599323,1.1875103,-5.160397484972438,-5.9815583162377886,-0.0815583162377882,8.46774603278,7.0
280867,0.03224658,000+08-S        ,8.51565402475,0.344361244738,0.09030086,100.64956397500791,9.081974,0.054594256,1.3598598,-2.6676068362497016,-8.545177546980582,-2.645177546980582,9.1833789557,8.0
280873,0.2104066,000+08          ,8.14300013429,-0.19329763600001115,-0.22328033,-59.62551155922628,6.4719067,-0.021827877,0.92604154,2.415073872890501,-2.9106192843442362,2.989380715655764,6.53785939709,7.0
280876,0.018156793,000+08-S        ,8.03628138235,-0.3407692279999992,-0.09748275,4.268143354629162,4.8365417,-0.028760932,0.68286043,-1.558610749731287,-1.3151072790345115,4.584892720965489,4.88459431224,6.0
280884,0.21783607,000+08          ,8.26754977593,0.0027198384571,-0.7613276,50.88726454794149,9.849209,0.000477252,1.4311347,-1.3744875521841318,-6.087567568324903,-0.1875675683249023,9.95264049569,8.0
280885,0.04858205,000+08          ,8.25464249592,-0.015862444999982017,-0.9077875,-52.7346356940961,9.73092,-0.0026844358,1.4117085,-1.2953968268123384,-5.95816016984577,-0.05816016984576944,9.8327882305,8.0
280889,0.040527683,000+08          ,7.879341131,-0.5538631829999758,0.32497686,-4.034829459992361,6.471646,-0.06255535,0.89567024,0.6089517138428313,-0.5331682624385242,5.366831737561476,6.53363149434,7.0
280893,0.21880913,000+08          ,8.11988202147,-0.20281569100001207,-0.32639235,-40.186945681269265,6.8690705,-0.024308512,0.9800426,-2.7383947395815667,-2.8242573879835593,3.075742612016441,6.93867433512,7.0
280896,0.2544161,000+08-S        ,8.2822575963,0.035380503152,-1.8187878,74.10421495882997,10.180955,0.0062968037,1.482008,1.9083375867600263,-7.282172452339125,-1.382172452339125,10.2882570638,8.0
280905,0.053319655,000+08          ,8.15288311788,-0.1402556539999864,0.45652324,10.5651181190895,7.6557107,-0.01873311,1.0967723,-1.579058200230391,-4.54794550372679,1.35205449627321,7.73389710097,7.0
280906,0.14509605,000+08          ,8.58921774971,0.496834408037,-0.98826224,101.23351770503572,8.833068,0.07660576,1.3342141,1.1524620157922665,-8.730741002717377,-2.8307410027173763,8.93359291406,8.0
280911,0.20931606,000+08          ,8.28813482381,0.0627601902411,-0.667521,93.35218227176752,11.089848,0.012158455,1.6154748,1.9695687501650003,-3.364874526024948,2.5351254739750524,11.2069008524,9.0
280912,0.26635072,000+08-S        ,8.37799082827,0.193649698112,-1.0807927,-144.0570847114389,8.967718,0.03031872,1.3207128,-3.363672998383236,-8.275099882991386,-2.3750998829913854,9.0645002731,8.0
280913,0.3338676,000+08          ,8.37798708521,0.193652332453,-1.1041626,-144.197073029479,9.555161,0.03230479,1.4072279,-3.363672998383236,-8.275099882991386,-2.3750998829913854,9.65828327869,8.0
280918,0.039754394,000+08-S        ,8.38821187332,0.212991454825,-0.057305295,-14.173926134597437,6.1887174,0.023012357,0.91256714,-0.8465245932418689,-2.14667011483393,3.75332988516607,6.2556799185,7.0
280919,0.23243605,000+08          ,8.17863154889,-0.08958876499997359,-0.37910515,-13.5288727880316,10.945868,-0.01710442,1.5731443,-0.04877610264911514,-7.361117619357493,-1.461117619357493,11.0583494488,8.0
280922,0.24080506,000+08-S        ,7.93680723578,-0.4363680449999947,-1.1012679,170.6413360213197,10.002911,-0.07617421,1.3945957,-2.1759897697654496,-8.693088391888963,-2.793088391888963,10.0999464532,8.0
280928,-0.0099129025,000+08-S        ,8.4743091985,0.349263916548,0.4052502,-79.48620706921622,6.133966,0.03739813,0.9139244,1.0906305516256807,-6.663070994206983,-0.7630709942069824,6.20178953995,7.0
280932,0.12227605,000+08          ,8.08609398879,-0.20830195899998216,-0.7665688,71.17464653300833,11.46559,-0.041672733,1.6289518,-2.4853126832817605,-6.992372510607553,-1.0923725106075528,11.5808017958,9.0
280935,0.22610606,000+08          ,8.34773766952,0.174293075236,-0.46178007,-10.997222996202765,10.507735,0.031974897,1.5418483,-1.2029289444848825,-5.311452313308145,0.5885476866918555,10.6203020353,8.0
280941,-0.04341155,000+08          ,8.05796019703,-0.24180479099999275,0.45310485,50.15724313569405,5.770308,-0.024346868,0.81691694,1.0695806070916807,-6.95503508946142,-1.0550350894614198,5.82789833399,7.0
280953,0.07885605,000+08          ,8.18257657924,-0.04902835600000799,-0.940125,30.14937156252062,7.0152426,-0.00599609,1.0087255,-3.204576165582237,-8.506571332424574,-2.606571332424574,7.08739687427,7.0
280958,0.057228766,000+08          ,7.83528917171,-0.5487178129999961,0.3079783,-114.43838168083802,7.673034,-0.07347892,1.0559283,3.8338884340455475,-8.036755896975752,-2.1367558969757514,7.74569784019,7.0
280960,0.24048604,000+08          ,8.20543557052,-0.012270538999985092,-0.8971525,262.6888441806951,7.467882,-0.0015919817,1.0768516,-1.4669321166423064,-6.539422792508727,-0.6394227925087268,7.54512253326,7.0
